1,1.3883708024024963,24.125,1.3854188060760497,26.0,1.385146565437317,24.5
2,1.3818019866943358,28.6875,1.3818991088867187,28.5,1.384190034866333,25.0
3,1.3808584928512573,28.5625,1.3767807245254517,31.5,1.3789835500717162,27.5
4,1.374202208518982,32.5,1.3724758052825927,37.5,1.374059901237488,31.5
5,1.3684892559051514,36.125,1.3663710117340089,36.5,1.3685237789154052,34.5
6,1.360836112499237,37.4375,1.3574832153320313,42.5,1.359995355606079,37.0
7,1.3494806742668153,41.875,1.3446516132354736,43.0,1.3468311643600464,40.5
8,1.3332679319381713,43.4375,1.3223457050323486,44.5,1.3259668970108032,40.5
9,1.3043213129043578,47.375,1.2855213260650635,48.5,1.2893745183944703,45.5
10,1.2609914255142212,47.5,1.22117262840271,50.5,1.2265158557891847,49.0
11,1.2053323435783385,49.25,1.1776346492767333,48.0,1.1813917684555053,49.0
12,1.162614164352417,48.75,1.1426230335235597,48.0,1.1466669368743896,52.0
13,1.1405650091171264,46.4375,1.124408302307129,48.5,1.1278799057006836,50.5
14,1.1094298374652862,50.625,1.1092757272720337,49.0,1.1123754739761353,53.0
15,1.1020142185688018,49.75,1.1012982654571533,50.5,1.1045029497146606,53.5
16,1.0919659698009492,50.9375,1.0966245031356812,55.5,1.0998229265213013,55.0
17,1.0704816281795502,52.375,1.0831904983520508,56.0,1.0864117097854615,57.0
18,1.0617180109024047,54.1875,1.078765459060669,55.5,1.0835556364059449,57.0
19,1.056697790622711,53.8125,1.0639036989212036,56.5,1.0666147184371948,58.5
20,1.0416335737705231,53.6875,1.0550770664215088,60.5,1.0587455606460572,58.5
