epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
1,1.105931606143713,65.0625,0.6589433413743973,89.5,0.6460800218582153,90.0
2,0.6614080700650811,85.125,0.3463694393262267,92.5,0.35194204419851305,92.0
3,0.48507292961701753,86.625,0.26620234798640013,92.0,0.2768014796543866,91.0
4,0.3551665680482984,90.375,0.25486786718014626,93.5,0.27778974299319087,93.0
5,0.30936601823428644,90.5,0.21045543090905994,94.0,0.23237737211165949,95.5
