epoch,train_loss,train_acc,val_loss,val_acc
1,1.3867111961046854,25.156358582348854,1.385579878091812,27.5
2,1.3867143803172641,25.573314801945795,1.3775267601013184,35.0
3,1.384828397962782,27.032661570535094,1.3743401348590851,26.25
4,1.372445636987686,29.67338429464906,1.3999627768993377,18.125
5,1.3601873642868465,29.88186240444753,1.3805081307888032,34.375
6,1.3451529489623175,33.35649756775538,1.3736690700054168,28.125
7,1.3291367712948057,33.42599027102154,1.4349496901035308,28.75
8,1.3108100182480282,35.163307852675466,1.349576210975647,35.0
9,1.2879971259170109,36.622654621264765,1.3966577529907227,26.25
10,1.262145361966557,36.9006254343294,1.360337746143341,31.25
11,1.230994216269917,40.86170952050035,1.4389969646930694,26.875
12,1.2048216617769665,42.04308547602502,1.4507298171520233,30.625
13,1.1814830776717928,44.61431549687283,1.5013827860355378,25.0
14,1.131343059738477,48.22793606671299,1.5772456169128417,24.375
15,1.0870045473178227,51.91104933981932,1.6762829691171646,27.5
16,1.0353061960803138,52.7449617790132,1.841806772351265,26.25
17,0.9971914364231957,54.760250173731755,1.7761150240898131,28.75
18,0.9524985745549202,57.81792911744267,1.866816020011902,26.25
19,0.8987632008062468,61.01459346768589,1.9813535690307618,25.0
20,0.8600732877850532,61.98749131341209,2.297311878204346,25.625
21,0.8129025163749853,65.18415566365532,2.185528016090393,28.75
22,0.7581584367487165,67.75538568450312,2.4371430039405824,25.0
23,0.7283456997738944,69.35371785962474,2.4616191685199738,26.875
24,0.6790116438849105,71.64697706740792,2.6149878084659575,27.5
25,0.6406667898098628,75.05211952744962,2.8353879332542418,26.25
26,0.6067748034993807,75.05211952744962,2.86137974858284,26.25
27,0.5851235227866305,77.27588603196665,2.9410367369651795,30.625
28,0.5582967876767119,77.90132036136205,3.0138867259025575,28.75
29,0.5388265981856319,79.15218902015289,3.07187425494194,27.5
30,0.5217750072142937,79.98610145934677,3.0996324926614762,27.5
