epoch,train_loss,train_acc,val_loss,val_acc
1,1.3958723684151968,25.086865879082698,1.3797096848487853,27.5
2,1.3885728703604805,25.851285615010426,1.3835187137126923,27.5
3,1.3688961731062994,29.88186240444753,1.330737727880478,33.75
4,1.3698754760954115,28.839471855455177,1.302146279811859,38.75
5,1.3556234031915664,32.38359972202919,1.3170207023620606,38.75
6,1.35069862736596,29.186935371785964,1.3148878931999206,37.5
7,1.3313411361641354,31.758165392633774,1.309538596868515,36.875
8,1.3083664102686776,34.25990271021543,1.2993987262248994,37.5
9,1.3132192307048374,32.93954134815844,1.2789042532444,36.875
10,1.318399578001764,34.19041000694927,1.29910851418972,31.25
11,1.297610843512747,36.622654621264765,1.2910252213478088,37.5
12,1.3036986708641052,33.9819318971508,1.261775404214859,38.125
13,1.300428882241249,34.537873523280055,1.2669639348983766,36.875
14,1.313277937637435,32.38359972202919,1.2711690306663512,38.125
15,1.2963620738850699,31.34120917303683,1.2458734303712844,39.375
16,1.2748007122013303,33.9819318971508,1.3011790663003922,35.625
17,1.2824552966488731,34.120917303683115,1.2780713260173797,37.5
18,1.2838985956377453,35.23280055594162,1.2676493614912032,38.125
19,1.293981902135743,33.912439193884644,1.2736968994140625,35.625
20,1.3068452136384117,34.39888811674774,1.314346495270729,35.0
21,1.2910823341872957,36.9006254343294,1.252304583787918,40.0
22,1.2757318678829406,34.329395413481585,1.2599199146032334,36.25
23,1.276348363690906,34.120917303683115,1.2711053669452668,36.875
24,1.2796204010645549,33.35649756775538,1.2659373134374619,37.5
25,1.2632976094881694,35.71924947880473,1.2481636196374892,36.875
26,1.2641140311956405,33.912439193884644,1.2453503459692001,36.875
27,1.2963804135719934,33.84294649061849,1.2523199200630188,38.125
28,1.302821883559227,33.9819318971508,1.2724826514720917,38.125
29,1.2792649176385669,33.84294649061849,1.2710931241512298,36.875
30,1.2646267473697663,35.85823488533704,1.2660753428936005,36.25
