epoch,train_loss,train_acc,val_loss,val_acc
1,1.38777104417483,25.851285615010426,1.3877445578575134,20.0
2,1.3698970595995585,29.95135510771369,1.3213233530521393,35.0
3,1.3273998164468341,33.078526754690756,1.3112108051776885,31.875
4,1.3186656574408213,34.329395413481585,1.3031185686588287,38.125
5,1.2986253791385227,33.912439193884644,1.3301389873027802,37.5
6,1.295274305012491,34.746351633078525,1.2942024141550064,36.875
7,1.2921274168623818,35.02432244614315,1.312710377573967,37.5
8,1.2752556145191192,35.85823488533704,1.3023150742053986,37.5
9,1.2774371478292676,35.71924947880473,1.2915612876415252,36.25
10,1.2765712363852395,35.58026407227241,1.2827822983264923,35.625
11,1.2582988344960742,35.997220291869354,1.2886231034994124,38.125
12,1.2673999494976467,37.178596247394026,1.3215578317642211,38.75
13,1.271646836068895,35.58026407227241,1.2957397103309631,34.375
14,1.2616196397278043,36.831132731063235,1.3054442435503006,35.625
15,1.2508837812476687,38.91591382904795,1.2864415258169175,36.25
16,1.2503267781602012,37.73453787352328,1.2963526844978333,31.875
17,1.250433510541916,38.42946490618485,1.2920693367719651,41.25
18,1.2464724597003725,37.24808895066018,1.2924740880727768,35.625
19,1.2386646664804883,37.87352328005559,1.3071059733629227,38.125
20,1.2370886070860756,37.387074357192496,1.3031869292259217,38.75
21,1.232647102408939,40.44475330090341,1.2891370922327041,36.875
22,1.2362943940692477,39.471855455177206,1.2941588133573532,35.625
23,1.2310539424419402,39.61084086170952,1.2947162002325059,36.875
24,1.2305590801768833,39.54134815844336,1.3059210419654845,36.25
25,1.2366708172692193,39.054899235580265,1.3458273857831955,34.375
26,1.207095843553543,41.48714384989576,1.3358856469392777,35.0
27,1.2076445702049468,41.27866574009729,1.309685891866684,36.25
28,1.1994570563236873,41.4176511466296,1.341940811276436,36.25
29,1.193866397274865,42.25156358582349,1.359179300069809,37.5
30,1.1954198916753134,43.015983321751214,1.3279941380023956,36.25
