epoch,train_loss,train_acc,val_loss,val_acc
1,1.3873553905222151,24.808895066018067,1.3863752841949464,24.375
2,1.3884221129947238,25.64280750521195,1.3860768020153045,23.75
3,1.3847384419706132,26.129256428075053,1.3823131501674653,25.0
4,1.3799220303694406,27.936066712995135,1.3575878500938416,32.5
5,1.363284836212794,29.25642807505212,1.3658301293849946,35.0
6,1.3415106349521213,30.854760250173733,1.3628230333328246,31.25
7,1.3315248505936728,31.758165392633774,1.3630240917205811,31.875
8,1.3374280412991841,33.4954829742877,1.344048947095871,31.25
9,1.3076810346709358,33.56497567755385,1.3451232254505157,30.0
10,1.2925612635082668,34.329395413481585,1.3825031995773316,30.625
11,1.2796061336994171,34.39888811674774,1.3711174130439758,36.875
12,1.2635127319229973,36.06671299513551,1.3751747071743012,28.75
13,1.2453884638018078,37.66504517025712,1.380615270137787,28.125
14,1.234576873977979,36.9006254343294,1.3951291501522065,29.375
15,1.214727149075932,39.471855455177206,1.3979484796524049,33.125
16,1.1981597652037939,40.16678248783878,1.4286019027233123,21.25
17,1.1642569171057806,42.390548992355804,1.5760991513729095,35.0
18,1.1529106107023028,42.599027102154274,1.5353017270565033,30.0
19,1.1291932619280285,44.26685198054204,1.5378273367881774,30.0
20,1.1173646012941996,47.18554551772064,1.6467441886663436,28.75
21,1.078326290845871,47.949965253648365,1.691036683320999,30.0
22,1.0470079882277383,47.81097984711605,1.7403704613447188,25.625
23,1.01594956682788,51.42460041695622,1.8242979288101195,25.0
24,0.9800734092791875,52.60597637248089,1.8100973963737488,33.75
25,0.958032684524854,53.85684503127172,1.9973145127296448,27.5
26,0.9300673812627792,54.82974287699791,2.045073503255844,31.25
27,0.902400887509187,57.33148019457957,2.2673908114433288,30.625
28,0.8629158367713292,59.97220291869354,2.2628448218107224,33.125
29,0.854282851682769,60.59763724808895,2.272480809688568,31.875
30,0.8343644936879476,61.709520500347466,2.3438421368598936,30.0
