epoch,train_loss,train_acc,val_loss,val_acc
1,1.3823968768119812,26.40722724113968,1.3187907874584197,37.5
2,1.2622446964184444,37.03961084086171,1.1910370588302612,37.5
3,1.2189174006382624,41.139680333564975,1.1589738219976424,43.125
4,1.1950786223014196,39.888811674774146,1.1641908943653108,41.25
5,1.1888701107766892,40.931202223766505,1.1065349459648133,41.875
6,1.1722585575448141,43.363446838082,1.10680590569973,44.375
7,1.152581133113967,43.29395413481584,1.1147628664970397,47.5
8,1.1447615226109822,44.05837387074357,1.1838904738426208,40.625
9,1.1363036178880268,44.26685198054204,1.1327016234397889,40.625
10,1.1234467168649038,45.865184155663655,1.0927907288074494,46.25
11,1.1239759150478574,45.51772063933287,1.113796603679657,44.375
12,1.1301319983270433,46.00416956219597,1.1403473049402237,43.125
13,1.10443484418922,46.490618485059066,1.1062239438295365,46.875
14,1.0872997774018183,48.01945795691452,1.0655708372592927,51.25
15,1.0923805859353808,48.22793606671299,1.1355984896421432,39.375
16,1.0760141842895083,49.68728283530229,1.0758337408304215,50.0
17,1.0601813624302545,51.63307852675469,1.0864479571580887,48.125
18,1.062571773926417,50.590687977762336,1.1118076711893081,50.0
19,1.04066115303172,52.675469075747046,1.0489242851734162,50.0
20,1.043737068441179,52.81445448227936,1.078713995218277,52.5
21,1.0151341752873526,54.62126476719944,1.04449924826622,50.0
22,1.0154036288460095,54.343293954134815,1.1230333685874938,44.375
23,0.9921468850639131,55.6636553161918,1.0907486855983735,47.5
24,0.9724517484505971,57.67894371091035,1.061163255572319,51.875
25,0.9923054830067688,55.87213342599027,1.145839661359787,44.375
26,0.9769496184256342,56.1501042390549,1.123015108704567,46.25
27,0.9794251941972308,56.567060458651845,1.067927822470665,54.375
28,0.9455667075183657,58.99930507296734,1.045729711651802,52.5
29,0.9541014487544696,59.13829047949965,1.0984202533960343,50.0
30,0.9142280345161756,60.945100764419735,1.0576208680868149,51.25
